Ngram,Year_Added,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
sh2008005743,beamed energy propulsion,2008,0.0,0.0,0.0,0.0,6.273577099282145e-10,6.43576710277324e-10,6.43576710277324e-10,6.43576710277324e-10,6.43576710277324e-10,7.085983174234416e-10,7.634561113261424e-10,1.9713678903584712e-10,2.031522727818924e-10,2.4016480074503683e-10,5.635908961743041e-10,1.0410398495633695e-09,1.0174695728805615e-09,1.0027365827550545e-09,1.1288462620019845e-09,2.037893430891145e-09,2.3337540208865993e-09,2.043174267670914e-09,1.5657253142818485e-09,1.5435980618705436e-09,1.5164795178530215e-09,1.3868156350476428e-09,6.887094391806934e-10,4.478767124037132e-10,5.016971818142376e-10,1.5212671261588542e-09,3.2881386720560813e-09,4.674653865388567e-09,5.857305651414877e-09,6.867241306361483e-09,7.153691881922608e-09,7.166396936688793e-09,6.187999570092132e-09,4.5252486509978725e-09,3.2315487884832753e-09,2.0370482877392547e-09,8.717212039016653e-10,5.489390026365758e-10,4.976258539659709e-10,4.671553216186889e-10,3.541021169240726e-10,3.4060193876615594e-10,3.137419267836997e-10,2.752842149835363e-10,2.523487863115292e-10,2.313332268799595e-10
sh2008005807,graphene,2008,6.416451953095148e-10,5.634411992527787e-10,5.811258788993949e-10,5.146160898210945e-10,5.309110958402157e-10,5.205604727038476e-10,3.6897900558354104e-10,3.3315787182590974e-10,3.2999398402336743e-10,2.343440872901567e-10,2.570200317456425e-10,7.519215235570912e-10,7.801714913982912e-10,1.9827718177640415e-09,3.2684498282467953e-09,4.3426235256581255e-09,5.164741560021684e-09,6.4095511418235265e-09,6.979654590399953e-09,1.203727865102731e-08,1.3046764245350229e-08,1.49457244051037e-08,1.693101122595448e-08,2.1551842017369134e-08,2.4221751301107504e-08,2.816712361765537e-08,3.136481647914818e-08,3.557745757918975e-08,4.525192524862387e-08,5.3977073878013516e-08,6.480719902886488e-08,7.748021980351944e-08,8.517702018508354e-08,1.0470538610149063e-07,1.278803462240582e-07,1.5480667891734236e-07,1.9696667897389772e-07,2.6421736496116755e-07,4.212172253393558e-07,7.079868991998512e-07,1.0154775003795582e-06,1.3256216225931189e-06,1.9394107117586586e-06,2.8568313489058764e-06,3.482324843056312e-06,4.1485676655231685e-06,5.309798900978078e-06,5.80356017265693e-06,6.488428356021814e-06,6.9667659753358535e-06
sh2008006092,table wines,2008,3.8055822602738043e-07,3.9639148580045133e-07,3.9753167986484683e-07,3.985013934244632e-07,4.1735394165830015e-07,4.6771287682109293e-07,4.853267239816685e-07,4.2622624733713274e-07,4.2518355642732837e-07,4.259437060070189e-07,4.2460762940151645e-07,4.2564578653816224e-07,4.296469463984416e-07,4.34710177248903e-07,4.339455244589079e-07,4.260734250570045e-07,4.2025123914554315e-07,4.032484012028912e-07,3.8498960994815377e-07,3.4219894612683553e-07,3.266869714379664e-07,3.098435948848438e-07,2.89033245879307e-07,2.6898004756710304e-07,2.639746113131312e-07,2.6487117687302e-07,2.694661666694163e-07,2.511650414405549e-07,2.431762754703803e-07,2.3925053602158464e-07,2.4263523872719567e-07,2.4713262299675645e-07,2.446200968383994e-07,2.2766979947725604e-07,2.3936952561159117e-07,2.433512307418808e-07,2.396279005996625e-07,2.2482821341011333e-07,2.0289651661961216e-07,1.8016573358625126e-07,1.6629271795439477e-07,1.4037991456177554e-07,1.1736450538111073e-07,9.955574512891608e-08,8.643374618265619e-08,7.97997483593541e-08,7.247459705413524e-08,7.057149132433384e-08,6.748091454372718e-08,6.261844685134799e-08
sh2008006260,microbial fuel cells,2008,1.0960393703740579e-10,1.1274567113250812e-10,1.0409941196091546e-10,1.3875265024245106e-10,1.3875265024245106e-10,1.4686215041700582e-10,1.3318299439481404e-10,1.3243989635139793e-10,1.2269802386412542e-10,1.7089648495941367e-10,3.7998720093087735e-10,1.0819286523236889e-09,1.1627570885297533e-09,1.2558200387329563e-09,2.7326135079917625e-09,2.854666929428897e-09,3.067206669205014e-09,2.8687785772910484e-09,2.270808275048727e-09,2.1885223504468162e-09,2.061934706309998e-09,6.756538528067997e-10,6.217886557818059e-10,3.9744452520751317e-10,3.502635780623058e-10,4.0597071587370314e-10,5.253594870643523e-10,8.581009623103471e-10,1.2448960855226952e-09,1.439710138309172e-09,2.3811821735616625e-09,3.8437583745847585e-09,4.8383191421562185e-09,6.1049754007074565e-09,8.82378339095832e-09,1.280521475858855e-08,1.886948277689062e-08,2.3631150670206617e-08,2.969535649123754e-08,4.2040919679052294e-08,4.9871770481677406e-08,5.683649898195158e-08,7.28374071790843e-08,8.009892616440378e-08,9.258258364665064e-08,1.3070387904083801e-07,1.7540799391303564e-07,1.9388185374703826e-07,2.1862611489717466e-07,2.3746421462089023e-07
sh2008006366,electronic paper,2008,1.002840328140353e-09,1.076663444510295e-09,1.1193703255973906e-09,1.3051871111668945e-09,1.2892530911904183e-09,1.4129220065764845e-09,1.5873602913258583e-09,1.891212326624433e-09,2.2152570799563847e-09,2.5427815076742693e-09,3.0021516488065725e-09,4.144188024988013e-09,4.6329120549835706e-09,5.041772785473783e-09,5.580318158453026e-09,6.1546003834020035e-09,7.73915463857046e-09,7.9774808802486e-09,7.823128181967082e-09,8.141390012547261e-09,8.923415889142535e-09,9.323289261156268e-09,1.0033725716852252e-08,1.0745470329504014e-08,1.1757818964980293e-08,1.2092893592746679e-08,1.4472484931205803e-08,1.592988115375893e-08,1.9243616445876628e-08,2.141927928822221e-08,2.2437219271519748e-08,2.4815673052668615e-08,2.7848726026624693e-08,2.983180169508334e-08,3.0967402790385175e-08,3.039727506063644e-08,2.978843921381892e-08,3.005875300897608e-08,2.8754116370670916e-08,2.7136865649184305e-08,2.5014416006558363e-08,2.3122451931072352e-08,2.1433657820069518e-08,2.1213225911232263e-08,1.922973968329038e-08,1.8233666403381325e-08,1.683794598145557e-08,1.5738346967678066e-08,1.5873465528809527e-08,1.5632065655801775e-08
sh2008006628,vehicular ad hoc networks,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475962540556014e-11,1.9754755965971174e-10,3.2327092094489423e-10,7.501777641543457e-10,1.5692609067355765e-09,2.0956404508546254e-09,3.0779208150453837e-09,4.345947304410355e-09,8.527195994946701e-09,1.4642222693246014e-08,1.9230753615532125e-08,2.2888800199429215e-08,2.753581461654799e-08,3.1410725116159145e-08,3.4521741457524016e-08,3.685218069196924e-08,3.7675351731238297e-08,4.1360473103974866e-08,4.426408422139197e-08,4.560580530351318e-08,4.792689915489313e-08,5.2149469645379476e-08
sh2008008104,four stroke cycle engines,2008,1.505098391405002e-09,1.956266594549394e-09,1.7370434859017197e-09,1.697525104609505e-09,1.7088198376155208e-09,2.0695739308803798e-09,1.788561802630793e-09,1.5637206717980919e-09,1.1898654214692606e-09,1.2182563350972485e-09,1.0839689508094062e-09,1.0303068571915208e-09,6.627333736361088e-10,6.736792418558592e-10,7.63814003613377e-10,6.994974074176723e-10,6.013959727039061e-10,6.327669474702281e-10,6.37122191314367e-10,4.994607693701144e-10,5.133865138562399e-10,4.516836106527311e-10,3.927847134845206e-10,4.998400453458197e-10,4.694436238548785e-10,4.5308502733384533e-10,4.5083248790901894e-10,4.0300792167721356e-10,4.624289517775524e-10,4.2793415487772455e-10,3.3182560816144175e-10,2.7251675767194147e-10,6.308238262110941e-10,7.972342721500919e-10,8.192952903409077e-10,1.2309043977539895e-09,1.3660762724394222e-09,1.4576416457785196e-09,1.553210786673206e-09,1.2053432522918241e-09,1.0638001377611633e-09,1.088716422074722e-09,5.723206650661998e-10,4.314372728123469e-10,3.180348127708652e-10,2.4652503054818046e-10,2.4892833032958654e-10,2.149710583154718e-10,1.4131426862018514e-10,1.4706537376785178e-10
sh2008008368,service oriented architecture,2008,2.9408557533638913e-10,2.352684602691113e-10,2.0620173624141813e-10,1.7674434534978697e-10,2.4990451176685828e-11,2.4990451176685828e-11,2.4990451176685828e-11,4.1043272946961196e-11,4.1043272946961196e-11,3.234782778939658e-11,3.234782778939658e-11,3.1312418927572796e-11,3.1312418927572796e-11,3.871492461932873e-11,2.2662102849053363e-11,2.2662102849053363e-11,2.2662102849053363e-11,2.934957039307002e-11,2.102138304696918e-11,2.102138304696918e-11,1.3618877355213245e-11,1.3618877355213245e-11,1.9981223520997612e-11,3.2863942222333926e-11,5.218899469329661e-11,7.080611047879539e-11,7.710814972639035e-11,1.116232954282267e-10,2.56067982790098e-10,6.83565173215106e-10,1.9272503260939605e-09,5.126222046054301e-09,1.2944130753367311e-08,2.3749284674769366e-08,3.69417666566079e-08,5.3819723655875884e-08,7.18620584279152e-08,8.977162314805738e-08,1.0649929997112529e-07,1.114669637633514e-07,1.091953750297676e-07,1.0276484728356198e-07,9.146677279371033e-08,7.934224254140174e-08,6.528353218630623e-08,5.038139537802807e-08,4.1325365828753e-08,3.824974836863504e-08,3.6384640908493356e-08,3.546322854125483e-08
sh2008008399,internet governance,2008,5.842118455667844e-11,4.673694764534275e-11,3.894745637111896e-11,4.124096203428351e-11,4.124096203428351e-11,4.124096203428351e-11,6.417350678633582e-11,3.078997275394814e-11,3.078997275394814e-11,1.158247966783131e-10,1.1542197009669789e-10,1.1542197009669789e-10,1.3656808868302483e-10,1.1363554393097252e-10,1.20627410837848e-10,1.275099306895035e-10,4.247510676513855e-11,7.319452484587176e-11,7.978878768006531e-11,1.409302124404694e-10,1.5360085673615005e-10,2.5291938087519076e-10,3.065991820546835e-10,7.112608894712023e-10,2.295412937106508e-09,4.8137144072400514e-09,8.338780069228058e-09,1.1880557952604581e-08,1.4843578188519383e-08,1.800968571943102e-08,2.2490433009994933e-08,3.087168128079742e-08,4.3430210227727144e-08,5.522152073458852e-08,6.788549204617927e-08,8.624417774482404e-08,9.850817266759959e-08,1.1298059961492976e-07,1.1496204278320179e-07,1.1515313472036659e-07,1.1869621779035667e-07,1.2831729987812114e-07,1.2699668980840906e-07,1.393980502529198e-07,1.4486567666307874e-07,1.4937536973046963e-07,1.5682666082130918e-07,1.608657330456435e-07,1.568635769569338e-07,1.608915102483538e-07
sh2008008687,high definition video recording,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.283537860138166e-12,3.547401162500614e-11,4.277889996605135e-11,4.277889996605135e-11,4.979301742750028e-11,4.979301742750028e-11,4.979301742750028e-11,4.250947956736211e-11,1.4319005802494137e-11,7.014117461448929e-12,7.014117461448929e-12,0.0,6.084402822840015e-12,6.084402822840015e-12,6.084402822840015e-12,6.084402822840015e-12,3.432865103292215e-11,4.5181837438068584e-11,6.11107087552679e-11,6.54831129796664e-11,1.3592481108913393e-10,2.0941190250121725e-10,3.1541114363177666e-10,3.5712204820332564e-10,3.980028023423518e-10,3.9187653618131893e-10,4.2649014875273394e-10,3.786059957607993e-10,3.21559372383286e-10,2.2128418343734882e-10,1.6453250270157381e-10,1.3159832251696812e-10,1.4419433980172868e-10,1.0136969041951716e-10
sh2008008742,whole wheat bread,2008,3.420121730962622e-08,3.5468699681462376e-08,3.7064317452012434e-08,4.1740363760605406e-08,4.7486680793426936e-08,5.289661975947855e-08,5.622428630952921e-08,5.9216408653072524e-08,6.435132030074445e-08,6.979938985179503e-08,7.470273999635972e-08,7.993008793925694e-08,8.333803699019291e-08,8.726288788735555e-08,9.095028587847005e-08,9.058589071462525e-08,9.010230725365174e-08,8.490477363438349e-08,8.076717432260143e-08,7.783174907002866e-08,7.374849334888601e-08,7.533320285288413e-08,7.609642993164355e-08,7.629176096275525e-08,7.551778053340491e-08,7.459238134854435e-08,7.316343862596402e-08,7.508613911684702e-08,7.216637106500858e-08,7.09774380960672e-08,7.072325721635012e-08,7.224082234844052e-08,7.541850483661469e-08,7.777911673156098e-08,7.959117009110577e-08,8.53030085119975e-08,9.131176165783866e-08,9.404419221049303e-08,1.0118493507060052e-07,1.0229412663583355e-07,1.0439999393482639e-07,1.0416849620659735e-07,1.0452921032885954e-07,9.949313707500621e-08,9.604574990562467e-08,8.610388896398385e-08,8.06639704659305e-08,7.84419902250903e-08,7.620516491377295e-08,6.579245738057987e-08
sh2008009493,sony digital cameras,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.607286228714041e-11,1.607286228714041e-11,1.607286228714041e-11,1.607286228714041e-11,1.607286228714041e-11,1.607286228714041e-11,1.607286228714041e-11,6.662255271270924e-11,6.662255271270924e-11,6.662255271270924e-11,8.043966286714571e-11,8.043966286714571e-11,8.73710726783423e-11,8.73710726783423e-11,2.7405982245503373e-11,2.7405982245503373e-11,4.6493020742856474e-11,1.2285493753269198e-10,3.69973869992649e-10,4.907850901474703e-10,8.500013341992764e-10,1.119465037534097e-09,1.6799104181143753e-09,2.0784131836228325e-09,2.4867073697817534e-09,2.7162370666181495e-09,3.0985070441953103e-09,3.182890607823983e-09,3.219655297826656e-09,2.9970742737782182e-09,2.991210234365438e-09,2.8201338491644953e-09,2.676823238266314e-09,2.3991366631432545e-09,2.1397621809336543e-09,1.9800754275299342e-09,1.919883662267395e-09,1.6740396028716973e-09,1.408991775435948e-09,1.1571138243999484e-09,1.0499575078418542e-09,1.0100208794328047e-09,9.975463122202653e-10,7.610058555540533e-10
sh2008009682,rain gardens,2008,1.6196289275016706e-10,2.0115062254744132e-10,1.8694297845844868e-10,2.3095369168700333e-10,3.2267339494795877e-10,3.5351760705301267e-10,3.8138771059943137e-10,4.000371631174282e-10,4.498113548301319e-10,4.873666039192529e-10,4.315589537514811e-10,3.230034934956613e-10,3.344515190588965e-10,3.372591258844957e-10,2.825181061316684e-10,2.2979276219954005e-10,2.4795290820556204e-10,3.157540811157425e-10,3.685081837892908e-10,4.59141978901131e-10,4.21831068587413e-10,6.204681049702478e-10,5.72290465513024e-10,5.368046751156161e-10,4.974388872044536e-10,7.063004848642927e-10,1.4076874546972307e-09,1.991130354840807e-09,3.439688535984103e-09,6.692171810754718e-09,1.2198444672032301e-08,1.529480243150916e-08,1.927332230616807e-08,2.1938482200532598e-08,3.6698574446190705e-08,4.117185779409624e-08,4.7147125622244116e-08,5.664483288774542e-08,6.267251204513817e-08,7.531722989034816e-08,8.137047761286321e-08,7.102591476864413e-08,7.499590664555062e-08,7.546596681788444e-08,7.176607901500574e-08,7.05335160525971e-08,6.239988325357217e-08,6.16550230730928e-08,6.696085811247475e-08,6.601827783232761e-08
sh2008009690,location based services,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1880464210388564e-11,6.668547559390044e-11,6.668547559390044e-11,6.668547559390044e-11,1.2195391422910515e-10,1.2195391422910515e-10,1.2195391422910515e-10,9.002948535484304e-11,1.0851178537068279e-10,1.1508105381339917e-10,4.5228539564361776e-10,4.098996757097494e-10,4.4891845449313017e-10,6.277581336699978e-10,7.338428882421231e-10,1.0629646181116647e-09,2.4892866428863745e-09,4.863704403509519e-09,8.059742954385257e-09,1.1844054522365732e-08,1.811284796107704e-08,2.236606583321968e-08,2.5844078250970252e-08,2.8614617111304734e-08,3.070989341297236e-08,3.190204430883073e-08,3.4496793632963844e-08,3.2533882667250066e-08,3.214617274851664e-08,3.135116370876569e-08,3.0143393582791686e-08,2.8755798677742346e-08,2.76384405317544e-08,2.4304982171220142e-08,2.2824333199734333e-08,2.1971581865819673e-08,2.2102320852007692e-08,2.2385496016748274e-08
sh2008020195,vanadium compounds,2008,6.301206896541789e-08,6.637206361181925e-08,6.742210032865496e-08,6.837432743005728e-08,6.977699682438252e-08,6.824789006154575e-08,6.643853508072379e-08,6.549113503243054e-08,6.202194145071839e-08,6.04142348464644e-08,5.904416663678787e-08,5.6051286665157313e-08,5.610653445314861e-08,5.5487535018106104e-08,5.440044269073931e-08,5.2882424474650006e-08,4.925291520066884e-08,4.384370503457413e-08,4.065146141235542e-08,3.6674063890898955e-08,3.3725683700608355e-08,3.055973539798204e-08,2.8190789752679287e-08,2.6449087851424365e-08,2.4805447911993965e-08,2.6983065138414764e-08,2.5584981218450857e-08,2.4943254700296065e-08,2.3655872085101955e-08,2.1866396808809374e-08,2.0678806002855894e-08,2.0918433291106098e-08,1.668927273115739e-08,1.6287342856853767e-08,1.6939954652311114e-08,1.70312978323547e-08,1.7078472604379972e-08,1.563467874213639e-08,1.5000068280237744e-08,1.5983656341186928e-08,1.5860614425740923e-08,1.3451810608615588e-08,1.2265017475106079e-08,1.1371882998016073e-08,1.1731554942029772e-08,1.1727071731104259e-08,1.0024861327966633e-08,9.212977502999023e-09,9.197421795004155e-09,9.98694550408824e-09
sh2008020197,cesium compounds,2008,2.0552826579534056e-08,2.3278180671937323e-08,2.5077817119208607e-08,2.581685710846747e-08,2.9673053063283824e-08,3.1139730143665244e-08,3.2756704956639545e-08,3.343828594025631e-08,3.330568835754095e-08,3.19550382196776e-08,3.106256959686407e-08,2.7481033949442298e-08,2.731230809571716e-08,2.6743254405635156e-08,2.5723986416675834e-08,2.2942185098609062e-08,2.2309193779526274e-08,2.019071847660687e-08,1.8456603154038646e-08,1.580695655270525e-08,1.2986140404581364e-08,1.1388643313621692e-08,1.050430814900083e-08,8.398616915519399e-09,7.539997700605524e-09,6.4506577435769726e-09,5.016950979652712e-09,4.2859320368531554e-09,3.3675793562456697e-09,2.598436828799804e-09,2.076896403369848e-09,2.4556878063757596e-09,2.0330810566816987e-09,1.9868054954218025e-09,2.0614507967705744e-09,1.951699178262941e-09,1.881804104407271e-09,1.6910937451962232e-09,1.0212879837458363e-09,1.1267296423744006e-09,1.260070980097743e-09,1.326302164820849e-09,1.3260106708093807e-09,1.1980691969258409e-09,1.2106832857667574e-09,1.1271639549305578e-09,9.736956595670009e-10,8.313253442119677e-10,6.086750492517722e-10,6.453860848520954e-10
sh2009000046,optomechanics,2009,2.028982520191347e-10,1.7484986236659947e-10,1.558529046559916e-10,2.1612917110764536e-10,3.932827109611102e-10,3.748225876501873e-10,4.6467658391748303e-10,6.011255689648236e-10,7.308934548858455e-10,8.034750186609279e-10,1.0500808100039854e-09,8.921720267324978e-10,1.4176901607019866e-09,1.4722681263607778e-09,1.7695041439058647e-09,2.093766154005948e-09,2.7447960011013036e-09,2.9707090631682563e-09,5.240021105020119e-09,5.30507452352534e-09,5.9166722260671295e-09,6.054513571547769e-09,6.272303804816248e-09,6.364490921883277e-09,7.103553914236274e-09,5.784855562827674e-09,5.772264167143636e-09,5.333062912413596e-09,5.061981516987382e-09,4.9018419487147275e-09,4.72120923110188e-09,3.929088703201268e-09,3.609134008022588e-09,3.6007557178974192e-09,3.45827677556262e-09,3.6546911756839074e-09,3.4428540346013017e-09,3.2337328425121765e-09,3.102106123563177e-09,3.516770967195873e-09,3.995284768695421e-09,6.028229358646347e-09,7.1653664598936295e-09,7.760894982222766e-09,9.004382241812564e-09,9.883061057532259e-09,9.492908834007885e-09,9.842797609946332e-09,8.633171974525844e-09,7.931971173630314e-09
sh2009000859,engine houses,2009,1.0558235105477543e-07,1.0203884632103977e-07,1.0157777610130443e-07,1.0193291915598449e-07,1.0057958266053633e-07,9.863170276644803e-08,9.083062522852974e-08,8.924558458514982e-08,8.857673298505254e-08,8.968576593683585e-08,8.56137748413342e-08,8.502005592702407e-08,8.225565852159371e-08,7.920585968054386e-08,7.644173909832075e-08,7.380169687430067e-08,6.672375458944916e-08,6.583565025284979e-08,6.312629733622773e-08,6.950117456599615e-08,7.037646299503413e-08,7.1288844272706e-08,6.986421510559091e-08,7.000209563797925e-08,6.923545291050357e-08,7.275368899193969e-08,6.811357022305983e-08,7.029886329505487e-08,6.896141641363604e-08,7.286724874679328e-08,7.709099163497444e-08,7.82786812200477e-08,7.635050476176694e-08,7.768798186206873e-08,7.591398786721153e-08,7.639196632462058e-08,7.918299213984556e-08,7.794016841347221e-08,7.907973708405029e-08,7.576202422043622e-08,7.364474981428972e-08,7.308851204217744e-08,7.169600571813833e-08,6.555477796561595e-08,6.235831660315288e-08,5.823228273937489e-08,5.939926889068914e-08,5.8563541648071205e-08,5.85408829842371e-08,5.695873362809162e-08
sh2009000991,optical mems,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04870636065407e-12,7.744480255502039e-11,9.142853636877136e-11,9.831105622042685e-11,1.0488134864562935e-10,1.2396835889177156e-10,1.2396835889177156e-10,1.1691965253111747e-10,6.552952377154268e-11,9.532065464327007e-11,3.7913726523365806e-10,7.159162920227541e-10,2.145776931635122e-09,3.1070625283933862e-09,4.631634497063006e-09,6.896457475527981e-09,1.0070529227983775e-08,1.3305934950088743e-08,1.6428852505594764e-08,1.8515692701281946e-08,2.2086083912139665e-08,2.30239219772832e-08,2.2355684203635903e-08,1.98904452174726e-08,1.816774576811144e-08,1.5876538870291627e-08,1.3382270193274774e-08,9.876788347997926e-09,8.36536316556732e-09,6.926150847792942e-09,6.589698541797124e-09,5.8706153658565675e-09,6.098347118458992e-09,6.523942800171609e-09,6.128359260536089e-09,6.040270144012464e-09,7.0013937765456295e-09,8.023470401963273e-09
sh2009001169,microresonators,2009,1.1190659857107654e-09,9.829716152154332e-10,8.191430126795278e-10,8.176799356654893e-10,5.523395748710921e-10,5.523395748710921e-10,4.215332497741515e-10,3.0678653565953597e-10,2.4413023091180667e-10,2.7664103448486546e-10,1.9243099177604755e-10,3.4502696037521016e-10,3.8949592856551973e-10,3.0596199086201693e-10,9.44787790660825e-10,1.7984086402617854e-09,2.601832995084509e-09,4.429601671573914e-09,6.183143401053811e-09,8.573310749818549e-09,1.0573481660661582e-08,1.2376966563250523e-08,1.5480725005968217e-08,1.6422605032321928e-08,1.684608757847515e-08,1.681137940166634e-08,1.7099224111043794e-08,1.6701510131238758e-08,1.80587349067618e-08,1.6655703648128202e-08,1.8870866723915058e-08,2.405745349856206e-08,2.933156903373828e-08,3.185491363843258e-08,3.509040756577431e-08,3.384167139178615e-08,3.332536592217819e-08,3.450633103062119e-08,3.193668546980222e-08,2.8143273097138473e-08,2.480110919436475e-08,2.1745965450718974e-08,2.422262547857403e-08,2.4244726684360162e-08,2.2234995038872673e-08,2.19786793628476e-08,2.472231171466285e-08,2.662175831747808e-08,2.939836247980998e-08,2.7935853050102544e-08
sh2009001347,silver films,2009,7.405506172175613e-08,7.410889295011991e-08,7.542451338031035e-08,7.600356653163816e-08,7.410654122495607e-08,7.584368860328158e-08,7.724738371580767e-08,8.121134838818505e-08,8.404474684452015e-08,8.683239047632288e-08,8.809904705753269e-08,9.50220535866908e-08,9.709490868854103e-08,9.523131892190991e-08,9.298484535521673e-08,9.363598456126253e-08,9.149897185161443e-08,9.441515792994538e-08,9.207557554497775e-08,8.724355114929162e-08,8.646446619004727e-08,8.358666338050189e-08,7.587370496271926e-08,6.904492244013445e-08,5.8269808713270626e-08,4.95467740402124e-08,4.4532915549126505e-08,3.816698896166871e-08,3.297221517295897e-08,3.004188072465243e-08,2.8154595392670164e-08,2.7706350817779946e-08,2.6745355658834372e-08,2.7921121270690115e-08,2.8858582336806415e-08,2.7279046669861518e-08,2.6701584597654023e-08,2.571412844806775e-08,2.379565142598168e-08,2.5164423073594152e-08,2.435158012513824e-08,2.2172735075318932e-08,2.165439300862953e-08,2.0798969211356455e-08,2.1071211059468994e-08,2.0928551418919868e-08,1.8067247731383606e-08,1.604031459335094e-08,1.618644061909813e-08,1.697359033620699e-08
sh2009001622,rigging,2009,1.480210636606999e-06,1.4669364143099497e-06,1.4435910306193993e-06,1.4123175838562772e-06,1.3821163316319964e-06,1.3858222703387008e-06,1.3801341532165438e-06,1.3332069300457067e-06,1.3275006180820827e-06,1.3237234622915611e-06,1.3347532046510877e-06,1.3501035114892233e-06,1.3260758088164718e-06,1.3296644068344234e-06,1.3443953239078828e-06,1.356487624415029e-06,1.3755168748047497e-06,1.3981889613819332e-06,1.402710939802614e-06,1.4166755935851592e-06,1.4258862001859901e-06,1.413911061406584e-06,1.3909849357499456e-06,1.3792026045797038e-06,1.3696207498414825e-06,1.3684054557385313e-06,1.3626580495367763e-06,1.3654852135178738e-06,1.3809479118529118e-06,1.4151198278511612e-06,1.444500177738264e-06,1.4653489919515061e-06,1.471698484742676e-06,1.4904012210760289e-06,1.4990858090925145e-06,1.5263363657519262e-06,1.5378085966324752e-06,1.5516796309536307e-06,1.5729296923977507e-06,1.5714564711563232e-06,1.579383884068447e-06,1.6051596886013891e-06,1.5932585559783448e-06,1.5609412097704928e-06,1.5770879712221985e-06,1.6050593503557405e-06,1.6141497916056868e-06,1.6247339146592083e-06,1.6175571181664683e-06,1.6419234123501991e-06
sh2009001783,industrial chimneys,2009,1.353925275192347e-08,1.259704981299015e-08,1.1859422424422467e-08,1.1343833393462345e-08,1.0326483896158249e-08,9.635779629559223e-09,9.166187949038214e-09,8.682367299323829e-09,8.368126121106282e-09,8.058878334005996e-09,9.228463617787032e-09,9.48865318609049e-09,9.484385295981708e-09,9.233776267412808e-09,9.514249356115271e-09,9.634104248990821e-09,9.873264349444638e-09,8.670285530702561e-09,8.089179885948213e-09,7.674376218343358e-09,7.40471905616832e-09,7.358633851071795e-09,7.266896618677933e-09,7.444955266860954e-09,7.494806867882779e-09,7.719971843337233e-09,7.878730037923813e-09,8.293429533401397e-09,8.63615516946692e-09,8.678148213429682e-09,8.886274555978757e-09,9.198259410596123e-09,9.083755288142553e-09,8.760958257965555e-09,8.966231504283138e-09,8.497474238640588e-09,8.749672401787384e-09,8.400436953687196e-09,7.834269150075457e-09,7.54632803220174e-09,7.834253244643724e-09,7.233150153730066e-09,6.99234994360119e-09,6.817609018498563e-09,6.439150014283682e-09,6.510776621211039e-09,6.780231885859603e-09,6.473400017414921e-09,6.650720028866797e-09,6.8213310243370184e-09
sh2009002018,sliding doors,2009,3.054347960974868e-07,3.01910334696287e-07,3.0244515892656015e-07,3.0118165907485784e-07,2.9934261349831973e-07,2.972402358741458e-07,2.9718252544941315e-07,2.91341031235475e-07,2.91564137418309e-07,2.8839813294880593e-07,3.0603235461800933e-07,2.982092732289689e-07,2.993206528938538e-07,2.944899005669275e-07,2.944495830036516e-07,2.902003063751696e-07,2.872613618628125e-07,2.6513290247502453e-07,2.695892656899767e-07,2.6459690564972776e-07,2.6161593381725445e-07,2.624980789009214e-07,2.6493114924433514e-07,2.6973477633022e-07,2.753643918678479e-07,2.8121058443609075e-07,2.926840569102735e-07,3.0907212793400617e-07,3.2471690238612484e-07,3.4326882857385605e-07,3.5776219925057583e-07,3.7210661087387023e-07,3.8514571952926897e-07,3.936822144851225e-07,4.005470192425055e-07,4.0018011134756605e-07,4.052440057386784e-07,4.200246401891784e-07,4.4647689782250005e-07,4.6626626135528357e-07,4.813842562603358e-07,5.14641020797029e-07,5.538459213288797e-07,5.686968767109971e-07,5.79203979666051e-07,5.717532675225679e-07,5.725845869376601e-07,5.829899017619627e-07,5.713198883275372e-07,5.516653162696353e-07
